Common Name,Scientific Name,Taxonomic Order,State/Province,County,Location,Date,Time,Masked_Latitude,Masked_Longitude,SPECIES_CODE,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,ORDER_GROUP,MACAULAY_LINK
European Starling,Sturnus vulgaris,27571,US-OH,Hamilton,Norwood,2024-05-19,08:43 AM,39.155732975740655,-84.45647659103199,eursta,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Perching birds,https://macaulaylibrary.org/asset/92717961
European Starling,Sturnus vulgaris,27571,US-OH,Hamilton,Norwood,2024-05-19,06:10 PM,39.14999631870543,-84.45488992690363,eursta,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Perching birds,https://macaulaylibrary.org/asset/92717961
European Starling,Sturnus vulgaris,27571,US-OH,Hamilton,Norwood,2024-12-22,10:30 AM,39.15165349332885,-84.45588287584515,eursta,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Perching birds,https://macaulaylibrary.org/asset/92717961
European Starling,Sturnus vulgaris,27571,US-TX,Travis,Neighborhood Walk,2025-05-10,07:15 PM,30.32534308738407,-97.73551320149348,eursta,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Perching birds,https://macaulaylibrary.org/asset/92717961
European Starling,Sturnus vulgaris,27571,US-TX,Travis,Backyard,2024-03-22,09:12 AM,30.32339530109304,-97.73577366993348,eursta,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Perching birds,https://macaulaylibrary.org/asset/92717961
European Starling,Sturnus vulgaris,27571,US-TX,Travis,Backyard,2024-03-22,09:21 AM,30.328854274168307,-97.73256013237378,eursta,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Perching birds,https://macaulaylibrary.org/asset/92717961
Gray Catbird,Dumetella carolinensis,27758,US-TX,Travis,Zilker Park,2024-03-23,02:56 PM,30.269304430058064,-97.76656695835456,grycat,Dumetella carolinensis,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/245593771
Northern Mockingbird,Mimus polyglottos,27870,US-OH,Hamilton,Norwood,2024-03-16,09:25 AM,39.150842852022826,-84.45478346539102,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Neighborhood Walk,2024-09-24,12:17 PM,30.32906108933811,-97.73173566707833,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2024-10-12,12:11 PM,30.45085694003258,-98.02210259999524,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2024-10-12,12:15 PM,30.45261271615401,-98.02136182659947,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2024-10-12,04:23 PM,30.45494822057643,-98.02453462548613,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2025-03-29,12:08 PM,30.458504084801888,-98.02628397809904,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2025-05-31,09:29 AM,30.45124412899604,-98.02627652631908,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2025-05-31,09:34 AM,30.449500750939897,-98.02360283765351,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
Northern Mockingbird,Mimus polyglottos,27870,US-TX,Travis,Pace Bend Park,2025-05-31,11:07 AM,30.45250987493325,-98.02151471844688,normoc,Mimus polyglottos,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",Perching birds,https://macaulaylibrary.org/asset/158469861
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.15006599294323,-84.45252821362239,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-03-16,01:29 PM,39.15239903573417,-84.45958542904775,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.15787331784681,-84.45889431638969,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-05-13,01:35 PM,39.15895360493013,-84.45025846560893,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-05-15,08:15 AM,39.151230524172654,-84.45695738007909,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-05-19,08:43 AM,39.15319322425135,-84.45888864999236,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-05-19,06:10 PM,39.15638261682577,-84.45908763580027,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-05-20,08:50 AM,39.15539418413515,-84.45395200650091,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-OH,Hamilton,Norwood,2024-12-23,08:22 AM,39.15911261983796,-84.45101882243766,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-MN,Hennepin,Loring Park,2025-06-20,12:37 PM,44.96723088174477,-93.28420120968411,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-TN,Knox,University Of Tennessee,2024-05-10,01:39 PM,35.95422484599884,-83.92998793778983,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
American Robin,Turdus migratorius,28313,US-TX,Travis,Backyard,2024-03-22,09:21 AM,30.32344405626134,-97.7421948819692,amerob,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Perching birds,https://macaulaylibrary.org/asset/85631741
Cedar Waxwing,Bombycilla cedrorum,29618,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.15755458413195,-84.45746504398302,cedwax,Bombycilla cedrorum,Passeriformes,Bombycillidae (Waxwings),Waxwings,Perching birds,https://macaulaylibrary.org/asset/240239681
Cedar Waxwing,Bombycilla cedrorum,29618,US-OH,Hamilton,Norwood,2024-05-15,08:15 AM,39.15742676972162,-84.44998521869415,cedwax,Bombycilla cedrorum,Passeriformes,Bombycillidae (Waxwings),Waxwings,Perching birds,https://macaulaylibrary.org/asset/240239681
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,08:26 AM,39.158558219531685,-84.4507473595203,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,08:32 AM,39.150694993226686,-84.4574257595438,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,09:25 AM,39.15475263365867,-84.45450846592642,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.149215287752085,-84.45025694529663,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,01:29 PM,39.15138416637157,-84.45123063864581,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,01:34 PM,39.15229888261743,-84.45869384530934,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,01:35 PM,39.15218917588639,-84.4577172692584,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,01:40 PM,39.155808533890685,-84.45000210304326,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.15121042464315,-84.45591377476309,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-05-13,01:35 PM,39.15360209296856,-84.45870511378142,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-05-15,08:15 AM,39.153525049989895,-84.45365941926535,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-05-19,08:43 AM,39.1522548573402,-84.45051932299762,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-05-19,06:10 PM,39.14934034361707,-84.45917292737742,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-05-20,08:50 AM,39.14944178001046,-84.45052315295648,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-OH,Hamilton,Norwood,2024-12-23,08:22 AM,39.14993028298905,-84.45685320421813,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-MN,Hennepin,Loring Park,2025-06-20,12:37 PM,44.972328206061626,-93.28277161620588,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-MN,Hennepin,Downtown Minneapolis,2025-06-19,05:58 PM,44.9736934620643,-93.27360400054728,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-TX,Travis,Neighborhood Walk,2025-05-10,07:15 PM,30.32688632735819,-97.73552718018286,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-TX,Travis,Backyard,2024-03-07,03:22 PM,30.32499001502082,-97.7390774631501,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-TX,Travis,Backyard,2024-03-07,03:49 PM,30.325102027911345,-97.73618851481795,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Sparrow,Passer domesticus,31261,US-TX,Travis,Backyard,2024-03-22,09:12 AM,30.325940284759568,-97.7369707209036,houspa,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Old World Sparrows,Perching birds,https://macaulaylibrary.org/asset/51357991
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,08:32 AM,39.15303315684245,-84.45011732033834,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,09:25 AM,39.15544856078941,-84.45456234863268,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.15541229401534,-84.45398143757807,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,01:34 PM,39.14947720206367,-84.45260467703335,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,01:35 PM,39.149787073352265,-84.45844861563117,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.15055094028478,-84.45615775588945,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.15155528038788,-84.45279161850397,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-05-15,08:15 AM,39.15311241542047,-84.45263284078983,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-05-19,08:43 AM,39.15641090640259,-84.45852342029761,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-OH,Hamilton,Norwood,2024-05-19,06:10 PM,39.15495051154154,-84.45061433784936,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-MN,Hennepin,Loring Park,2025-06-20,12:33 PM,44.970554883130056,-93.2785557738609,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-MN,Hennepin,Loring Park,2025-06-20,12:37 PM,44.96654843019309,-93.28577760549828,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
House Finch,Haemorhous mexicanus,32034,US-TN,Knox,University Of Tennessee,2024-05-10,01:39 PM,35.9614722479524,-83.92862675861473,houfin,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/325279211
American Goldfinch,Spinus tristis,32338,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.14988454084192,-84.45348496878937,amegfi,Spinus tristis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/253307751
American Goldfinch,Spinus tristis,32338,US-OH,Hamilton,Norwood,2024-12-23,08:22 AM,39.15465084240128,-84.45676221522764,amegfi,Spinus tristis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Perching birds,https://macaulaylibrary.org/asset/253307751
Dark-eyed Junco,Junco hyemalis,32842,US-OH,Hamilton,Norwood,2024-03-16,01:29 PM,39.14930024447544,-84.45827990616375,daejun,Junco hyemalis,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/330239651
Dark-eyed Junco,Junco hyemalis,32842,US-OH,Hamilton,Norwood,2024-03-16,01:35 PM,39.15411621982084,-84.45439273095107,daejun,Junco hyemalis,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/330239651
White-throated Sparrow,Zonotrichia albicollis,32919,US-OH,Hamilton,Norwood,2024-03-16,08:32 AM,39.15592493408949,-84.44994196385655,whtspa,Zonotrichia albicollis,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/151482951
White-throated Sparrow,Zonotrichia albicollis,32919,US-OH,Hamilton,Norwood,2024-03-16,01:29 PM,39.15470732439833,-84.45480330686372,whtspa,Zonotrichia albicollis,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/151482951
Song Sparrow,Melospiza melodia,32995,US-OH,Hamilton,Norwood,2024-03-16,08:32 AM,39.15196265185882,-84.4560345054355,sonspa,Melospiza melodia,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/322706591
Song Sparrow,Melospiza melodia,32995,US-OH,Hamilton,Norwood,2024-03-16,09:25 AM,39.158663135339175,-84.45147466126642,sonspa,Melospiza melodia,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/322706591
Song Sparrow,Melospiza melodia,32995,US-OH,Hamilton,Norwood,2024-03-16,01:29 PM,39.15062680473212,-84.45723506425777,sonspa,Melospiza melodia,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,Perching birds,https://macaulaylibrary.org/asset/322706591
Eastern Meadowlark,Sturnella magna,33290,US-OH,Hamilton,Norwood,2024-03-16,01:35 PM,39.15520278299783,-84.45490916412153,easmea,Sturnella magna,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/629169294
Baltimore Oriole,Icterus galbula,33491,US-OH,Hamilton,Norwood,2024-05-15,08:15 AM,39.15380238181628,-84.45718582188215,balori,Icterus galbula,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/334289821
Red-winged Blackbird,Agelaius phoeniceus,33500,US-OH,Hamilton,Norwood,2024-03-16,09:25 AM,39.15241845008948,-84.4555646897819,rewbla,Agelaius phoeniceus,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/430144771
Red-winged Blackbird,Agelaius phoeniceus,33500,US-MN,Hennepin,Loring Park,2025-06-20,12:33 PM,44.96442985555883,-93.28390466569108,rewbla,Agelaius phoeniceus,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/430144771
Red-winged Blackbird,Agelaius phoeniceus,33500,US-MN,Hennepin,Loring Park,2025-06-20,12:37 PM,44.96971932551032,-93.27921101538756,rewbla,Agelaius phoeniceus,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/430144771
Brown-headed Cowbird,Molothrus ater,33556,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.15903520218326,-84.45375407503741,bnhcow,Molothrus ater,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/437418291
Brown-headed Cowbird,Molothrus ater,33556,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.158193127357926,-84.45629981285543,bnhcow,Molothrus ater,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/437418291
Brown-headed Cowbird,Molothrus ater,33556,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.15442376520431,-84.45654302380092,bnhcow,Molothrus ater,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/437418291
Brown-headed Cowbird,Molothrus ater,33556,US-TX,Travis,Pace Bend Park,2025-05-31,09:29 AM,30.452365738184007,-98.02727538597124,bnhcow,Molothrus ater,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/437418291
Common Grackle,Quiscalus quiscula,33576,US-OH,Hamilton,Norwood,2024-05-15,08:15 AM,39.15675192611324,-84.45200301431174,comgra,Quiscalus quiscula,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/93138231
Common Grackle,Quiscalus quiscula,33576,US-MN,Hennepin,Loring Park,2025-06-20,12:33 PM,44.967291866871925,-93.28007744798904,comgra,Quiscalus quiscula,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/93138231
Great-tailed Grackle,Quiscalus mexicanus,33587,US-TX,Travis,Burnet HEB Parking Lot,2024-03-15,04:16 PM,30.331154935731167,-97.74344062635298,grtgra,Quiscalus mexicanus,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/413743461
Great-tailed Grackle,Quiscalus mexicanus,33587,US-TX,Travis,Work,2025-06-11,08:46 AM,30.43176815610753,-97.74619209076344,grtgra,Quiscalus mexicanus,Passeriformes,Icteridae (Troupials and Allies),Blackbirds,Perching birds,https://macaulaylibrary.org/asset/413743461
Orange-crowned Warbler,Leiothlypis celata,33696,US-TX,Travis,Backyard,2024-03-22,09:21 AM,30.322502640478447,-97.73837997383424,orcwar,Leiothlypis celata,Passeriformes,Parulidae (New World Warblers),Wood-Warblers,Perching birds,https://macaulaylibrary.org/asset/499912541
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,08:26 AM,39.15823026011826,-84.45487614742486,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,08:32 AM,39.15780957640192,-84.44972234469498,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,09:25 AM,39.15184054363518,-84.45063067051021,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,09:28 AM,39.157369710315685,-84.45949136253746,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,01:29 PM,39.15458296152239,-84.45341690339146,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,01:35 PM,39.153567932937776,-84.45554477263782,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,01:40 PM,39.15662158555224,-84.4581553379455,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-16,01:43 PM,39.15466187692294,-84.45526016540569,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-03-17,03:24 PM,39.15422325070359,-84.45304513852,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
